data,label
"It is inappropriate  to use a biased company for the redistricting mapping process. The
company Haystaq is Obama and Bernie’s data company, funded by them at the national
level.  This is biased.  Take a look at their executive team.  Clearly biased.Bernie and
Obama should have zero say in what our maps look like.",no_haystaq_bernie_obama#unbiased
"It is highly inappropriate to use such a biased company for the redistricting mapping
process for Arizona.  Haystaq DNA has been utilized by former Pres. Obama and Sen.
Bernie Sanders.  They are biased politicians.We need fairness and transparency.",no_haystaq_bernie_obama#unbiased
"It is highly unacceptable to utilize Haystaq in this endeavor due to the pricipals of this firm
are extremely partisan to the Democratic Party.  Any results that Haystaq delivers will be
slanted to the desires of the Democratic Party.",no_haystaq_bernie_obama
"Hi my name is Brandon Uhalik, and I currently live in Tempe.
I moved here from DC two years ago because it isn't a very political state. I love the
beauty of the mountains here and just how warm and welcoming everyone is. Being an
outdoors person, Arizona is such a beautiful place to be.
I just don't think it is appropriate for Bernie's consulting group to redraw Arizona's map.
The partisanship in that is very alarming and I fear they will manipulate the system",no_haystaq_bernie_obama#other
"Do not support haystaq for Arizona re-districting needs.  They are just going to
recommend unfair adjustments to benefit radical left democrats.  Arizona can make a
much better decision for this critically important process.  We must do better",no_haystaq_bernie_obama
"NO Haystaq! Redistricting should not be biased!!!
Obama & Bernie should have NOTHING to do with AZ!",no_haystaq_bernie_obama#unbiased
"I do not want Hastaq as the company for redistricting, they are unacceptable and biased.
No",no_haystaq_bernie_obama#unbiased
"I've been alerted to Haystaq's connection to the Democratic party. When I look on their
website, this appears an accurate concern. They highlight helping the Sanders and
Obama campaign's making history. We need truly independent consultants to ensure fair
redistricting maps which are broadly accepted and benefit all Arizonans.",no_haystaq_bernie_obama
"It is very inappropriate to use such a biased company for the Redistricting mapping
process.
Bernie and Obama should have NOTHING to do with Arizona Redistricting!",no_haystaq_bernie_obama#unbiased
"I wish to express my opposition to hiring Hastaq as the firm to be used in redistricting. It is
inappropriate to hire such a clearly biased firm",no_haystaq_bernie_obama#unbiased
"To honor the provisions of the Arizona Constitution that govern redistricting, the IRC must
choose a mapping consultant that will fairly and equitably draw the required legislative
districts, in compliance with state and federal law.  A firm associated with Dr. Douglas
Johnson is not that consultant.
Numerous courts have rejected Dr. Johnson’s mapping results.  In a lengthy decision
discussing submissions by experts from both sides on the issue of whether North
Carolina's redistricting maps complied with state constitutional requirements, a three judge
panel emphatically rejected Dr. Johnson's testimony in support of the maps drawn to
advance partisan gerrymandering in that state.Common Cause v. Lewis, 834 S.E. 2d
425 (N. C. Sup. Ct. 2019) First, the Court noted that his testimony as an expert witness in
four redistricting cases in other courts had been rejected in all four cases.  Id. at .  One
case found his methodology ""inappropriate;"" Garrett v. City of Highland, 2016 WL
3693498, at * 2 ( Cal. Super. Apr. 6, 3016).  Another, Jauregui v. City of Palmdale, 2013
WL 7018375, at 2 (Cal. Super. Dec. 23, 2013), found  his work ""unsuitable"" and
""troubling"".  The North Carolina Court joined those other courts ""in rejecting Dr. Johnson’s
methodologies, analyses, and conclusions."" Common Cause v. Lewis.  Perhaps even
more significantly, the Court struck Johnson's testimony that supported the
gerrymandered maps and all related portions of his report about those maps when ""it was
uncovered on cross examination that Dr. Johnson made a series of significant errors.""  In
fact, the North Carolina Court found that Johnson created maps that ignored state
constitutional requirements.
The IRC has a duty to Arizonans to take measures to avoid unnecessary delays and
expense.  It would be a violation of that duty to hire a mapping consultant whose credibility
has been attacked in multiple cases and whose rejected work cost the taxpayers of those
jurisdictions hundreds of thousands of dollars.
Taylor English Decisions has no prior legislative mapping experience.
Instead, the IRC must hire a mapping firm with a proven track record of competence and
integrity in applying relevant election law to produce fair and lawful redistricting maps.
This will provide Arizona voters with confidence in the redistricting process as well as
timely results.  And it will also save taxpayer funds by eliminating the need to correct
rejected work. Haystaq DNA is such a firm and its predecessor firm provided excellent
guidance to the IRC in the past.",no_NDC#no_taylor_english#yes_haystaq
"It is extremely uncomfortable for the voting public to accept that the redistricting firm,
Haystaq, is even being considered for this important and decade looming redistricting.
Haystaq is KNOWN to be affiliated w a very biased B Obama and B Sanders. Arizona is
full of tough and informed citizens, many of whom are HERE because we are a
conservative state and we need to be able to have transparency and trust again. Hiring
Haystaq will only provide more distrust and disgust.",no_haystaq_bernie_obama#unbiased
"Haystaq is biased and not independent. It does not provide proper checks and balances.
Does not provide transparency",no_haystaq_bernie_obama#unbiased
"I understand you are considering HaystaqDNA as a partner for the mapping process and
that upsets me. I am a lifelong Republican but I place a high value on the independent
nature of the redistricting process. It is an avowedly Democratic company, started by
former Obama campaigners and the co-founder specifically said that they would _never_
have shared data with the Trump campaign. That's fine, that's their prerogative for sure.
However, that doesn't mean they should be used in an independent process.
It is entirely possible that they could be objective and even recommend a map that goes
against their political interest. I would be skeptical since their biases and preferences
could manifest in subtle ways, especially if such mapping is done algorithmically in a
proprietary manner. At the very least, you should consider their background as a
significant hurdle in the selection process.
If they are chosen, I want transparency as to why they were selected over their
competitors and I would suggest abundant transparency throughout their actual work. The
entire point of having an Independent Redistricting Commission is to have an outcome
that is a result of compromise and favors no party.",other#no_haystaq_bernie_obama#unbiased
"It is imperative that we have COMPLETELY unbiased handlers of this very important
information and decision. The people of AZ deserve to know and have confidence in
knowing that our voices are heard. Many of us have lived here for many decades. And
over this time have watched the powers that be discount our feelings and desires.",unbiased
"Haystag the company being considered to do redistricting for our state is bias and not an
appropriate or  an acceptable company to use for such An important commission.  Please
use an unbiased independent company.",no_haystaq_bernie_obama#unbiased
"Commissioners:  I opposed to the choice of HaystaqDNA as AIRC mapping company.  I
understand that this is a complicated process, but even a cursory examination of their
website tells me that Haystaq's clientele tend to be biased toward l berals.  I would ask
that the commissioners look at either Taylor or Timmons as the more unbiased choices.",no_haystaq_bernie_obama#unbiased#yes_taylor_english#yes_NDC
HaystakDNA is not a reputable  firm for remapping Arizona districts,no_haystaq_bernie_obama
I oppose hiring HAYSTAQ FOR MAP REDISTRICKING.,no_haystaq_bernie_obama
"I feel it is inappropriate to use such a biased company for the Redistricting mapping
process. Bernie and Obama should have zero say in what our maps look like and these
guys are funded by them at the national level.",no_haystaq_bernie_obama#unbiased
"It would be inappropriate it is to use such a biased company as Haystaq for the
Redistricting mapping process.",no_haystaq_bernie_obama#unbiased
"Please do not
choose
Haystaq.  It is
a ultra biased
company for
our
redistricting
for Arizona
Please do not choose Haystaq.  It is a ultra biased company for our redistricting for
Arizona.",no_haystaq_bernie_obama#unbiased
"Please do not consider Haystaq to manage map creation for redistricting.  This company
is highly biased and should not be selected to be involved in fair and nonpartisan
remapping.",no_haystaq_bernie_obama#unbiased
"Please vote NO on the planned redistr buting software company as it is extremely biased.
You need a neutral provider!",unbiased#other
"The hiring of Haystaq would be disastrous to a nonpartisan process.  The past actions of
its principals would be the best predictor of its future actions.  If you wish to continue to
hoax the public and Arizona citizens in general, then by all means hire that firm.  Thank
you for the opportunity to comment and view the meeting.  Haystaq is nationally funded.
Another strike against this firm.  PLEASE STRIVE TO THE TITLE YOU HAVE:
""INDEPENDENT.""",no_haystaq_bernie_obama#other
"I am a longtime resident of Arizona.  I have witnessed/experienced 3 Redistricting
schedules in AZ.  It is inappropriate and it is not acceptable to hire HAYSTAQ as the
mapping company to represent AZ in our Redistricting process.",no_haystaq_bernie_obama
"It is inappropriate, at best, to hire Haystaq as our mapping consultant.  This company, with
influence coming directly from Bernie Sanders and Barack Obama, is undoubtedly heavily
partisan.  They, and their minions, should have NO influence in our redistricting.  The
process of redistricting MUST remain as fair, impartial, bipartisan as is humanly possible,
and even the hint of their (Democratic) involvement/funding throws ALL your work into
question.  Please don't let doubt be cast on your efforts.  This will influence our democratic
process for at least the next 10 years.",no_haystaq_bernie_obama
"How many of the people who are pushing the redistricting are from Arizona? How many of
you are NATIVE Arizonans? How long have any of you lived in our state? I vote NO to
redistrict Arizona or the of use companies such as Haystaque to do the redistricting.
Haystaque has very obvious bias and questionable ties to governmental officials. It would
not be equitable to the state of Arizona to have ANY COMPANY with any ties to any
political party making this decision. I would also like to know which party or group is
pushing this decision to redistrict? I am confident if it were a partisan right, center right or
center Democratic group the people pushing this idea would not be comfortable with it. I
vote NO to any of this. Arizona was doing fine, will do fine and does not need anything
from people who have ZERO stake in this state and want their political agenda pushed on
the citizens of this state. My questions to the board are not rhetorical and I would like a
response. Thank you.",no_haystaq_bernie_obama#other#unbiased
"It is inappropriate to use Haystaq, a politically biased company, for the Redistricting
mapping process.",no_haystaq_bernie_obama#unbiased
"The Redistricting mapping process needs to be represented by each party not done by
HaystaqDNA, a biased company who is funded by the Democrats.  Thank you.",no_haystaq_bernie_obama#unbiased
"Please do not
choose
Haystaq DNA
as the
mapping firm
to do the
redistricting.
This should
be done by a
firm that has
no history of
bias. It is time
to do what is
best for all
Arizona.
We need parties to come together and do what is fair for everyone.",no_haystaq_bernie_obama#unbiased
"Hire the
National
Demographics
Corporation –
Douglas
Johnson in
order to
assure
Arizonans of
fair
representation
and elections
It is inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like, and these companies are funded by them at the national level.
We want you to hire the National Demographics Corporation – Douglas Johnson in order
to assure Arizonans of fair representation and elections.
The “Independent” Review Council should make amends for ten years of incompetence
and corruption. The commissioners met as many as five times at the home of the AZ
Democratic Party’s Executive Director!",yes_NDC#unbiased#no_haystaq_bernie_obama
Stop this biased company who has no business redistricting in AZ,unbiased
We do not want a biased company l ke Haystaq involved in redistricting here in Arizona.,no_haystaq_bernie_obama#unbiased
"The redistricting process should be completely impartial and not have even a hint of an
appearance of impropriety. Therefore, HaystaqDNA should be excluded from
consideration as mapping consultant. This company is the same company, run by the
same individuals, formerly known as Strategic Telemetry which identified their purpose as
working solely for Democrat candidates and progressive organizations. The public will
have no faith or confidence that the redistricting is unbiased if HaystaqDNA is involved as
a mapping consultant.",no_haystaq_bernie_obama#unbiased
"No want to HiGHLY ask that you DO NOT hire Haystaq to  to manage map creation for
redistricting",no_haystaq_bernie_obama
"The purpose of this commission is to provide an independent redistricting map for the
state.  Selection of an independent mapping provider is imperative.  Although the public
was not able to participate in the interviews of the firms selected, it is important for the
commission to vet the candidates to insure the selected firm is totally independent of any
outside political influence.  Since Haystaq is a firm associated with the Obama and
Sanders campaigns, it does not appear it can be totally independent.I respectfully
request that Haystaq be removed from consideration.",no_haystaq_bernie_obama
"I urge the commission not to select Haystaq for mapping because of their close ties to the
Democrat Party.",no_haystaq_bernie_obama
"Hi my name is Joe Basrawi and I’ve lived in Arizona for just under 2 years. This is not
political so a Bernie sanders consulting firm should not be in charge of this",no_haystaq_bernie_obama
"There’s no reason why Bernie’s consulting group should have sway over Arizona’s future
political landscape. It’s biased and bad actors with special interests have a way of finding
ways to manipulate the system.",no_haystaq_bernie_obama#unbiased
"Do not consider Haystaq to manage map creation as they are biased. It is important that
we have a firm that follows the 6 requirements required by the constitution and is
unbiased.",no_haystaq_bernie_obama#unbiased
"Do not use Haystaq to manage map creation for redistricting! HaystaqDNA is formerly
Strategic Telemetry, and is run by the same people. They are straight up Democrat
operatives as Obama and Bernie Sander’s data company.  We will not be able to have
any faith or trust in the redistricting if HaystaqDNA is the mapping consultant used.",no_haystaq_bernie_obama
"I am
respectfully
against hiring
a biased
company,
Haystag, for
the
redistricting
process for
Arizona.
Each time
there have
been
redistricting,
the AIRC
have drawn
maps that did
not follow the
Arizona
Constitution
and
purposefully
favored a
specific group.
I have no
confidence in
the Haystaq
company to
manage map
creation for
redistricting
Arizona, as
they are
funded by left-
wing pundits
at the national
level.  As an
Arizona voter,
I request, and
our state
should
demand, a
company
which is non-
biased and
not funded by
people with a
definite
agenda.
Please research and find a non-partisan company for redistricting our state. I am voting
""NO"" for Haystaq as that is an inappropriate choice due to their biase.",no_haystaq_bernie_obama#unbiased
"It alarms me that a politically funded organization is being considered to map and redistrict
our state. Do not consider haystacq As that would be biased. Funded by  Democratic
associations and endorsed by Obama and  Bernie sanders. Save Arizona!",no_haystaq_bernie_obama#unbiased
"I have grave concerns about the IRC utilizing HAYSTAQ in the redistricting of the state of
Arizona. I feeling it is highly inappropriate and ill-advised to employ HAYSTAQ, a
company which is financed at the national level by Bernie Sanders and Barack Obama,
known socialists who have no business influencing the redistricting mapping process here
in Arizona.",no_haystaq_bernie_obama
"Due to the obvious bias and Conflict of Interest, any firm being funded by the Obama,
Sanders or equivalent administrations must not be considered.",no_haystaq_bernie_obama#unbiased
"It is my understanding the company Haystaq is being considered for the remapping
process. I find the company Haystaq to be inappropriate as they are biased. The
committee should find a neutral company to complete this task! We don't need bias to
interfere with this process!",no_haystaq_bernie_obama#unbiased
Meant to say no on Haystaq not now,no_haystaq_bernie_obama
"I request that you would not use Haystaq to manage map creation for redistricting. This is
a biased company with funding that comes at a national level from Bernie Sanders and
Obama.",no_haystaq_bernie_obama#unbiased
"It’s inappropriate to hire such a biased company to redraw the districts. Please do not
consider HaystaQ as one such company.",no_haystaq_bernie_obama#unbiased
"DO NOT SELECT A COMPANY WHO HAS WORKED FOR AND SUPPORTED THE
OBAMA ADMINISTRATION! I AM CONSIDERING GOING WITH ANOTHER PARTY IF
THIS IS WHAT THE REPUBLICAN PARTY HAS COME TO!",no_haystaq_bernie_obama#other
"I thank the IRC for all its work to this point, and for the work to come.  The IRC is making a
choice of three mapping consultants.  As many commenters have noted, one of those
consultants, NDC which is the consultant affiliated with Timmons Group, has a history of
failed map making, drawing maps that did not comply with state and federal constitutional
requirements.  Those failures cost the taxpayers of the relevant political jurisdictions tens
of thousands of dollars, payment for failed work.  For these reasons,  Timmons
Group/NDC should be ruled out of consideration.
The second candidate, Taylor English has no redistricting mapping experience.  We do
not need to be their experimental first try.
The third, Haystaq DNA, worked for the previous IRC to draw redistricting maps that
passed legal reviews.  Haystaq has proven that it knows how to comply with the mandates
of the U.S. and Arizona Constitutions, and with the difficulties of drawing maps in a state
with huge differences between densely packed urban areas and remote rural ones.
The IRC will no doubt receive comments today that say this consultant must be politically
biased because it contracted with two political campaigns to perform analytical services.
This prior work does not demonstrate bias; it shows that the company knows how to fulfill
a contract.  I urge the IRC to allow them a chance to prove to Arizona voters that they will
perform contracted services for the state and allow them to produced fair and legal
redistricting maps.",yes_haystaq#no_NDC#no_taylor_english#unbiased
"Please, no Haystaq",no_haystaq_bernie_obama
"Haystaq's website shows photos of Bernie Sanders & Barack Obama.  It is highly
inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama or companies furthering their interests
should have no say in what our maps look l ke, and these companies are funded by them
at the national level.
We want you to hire the National Demographics Corporation – Douglas Johnson in order
to assure Arizonans of fair representation and elections.",yes_NDC#no_haystaq_bernie_obama#unbiased
"It is extremely inappropriate to use Haystaq, Obama and Bernie’s biased data company,
for the Redistricting mapping process. Bernie and Obama should have zero say in what
our maps look like!!!",no_haystaq_bernie_obama#unbiased
"Using such a
biased
company for
the
redistricting
mapping
process is
grossly
inappropriate.
Haystaq is
funded by
Bernie and
Obama at the
national level.
They should
have
absolutely
zero say in
what our
maps should
look like.
Don't allow this to happen.",no_haystaq_bernie_obama#unbiased
"I am concerned about hiring Haystaq as the mapping consultant for redistricting company.
I would prefer a company based in Arizona.",no_haystaq_bernie_obama
"It is inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like, and these companies are funded by them at the national level. We want you to hire
the National Demographics Corporation – Douglas Johnson in order to assure Arizonans
of fair representation and elections. The “Independent” Review Council should make
amends for ten years of incompetence and corruption. The commissioners met as many
as five times at the home of the AZ Democratic Party’s Executive Director! That’s my
thoughts!!",yes_NDC#no_haystaq_bernie_obama#unbiased
"I am strongly against hiring or using Haystack in any part of the redistricting process as
they are extremely biased and tainted with a documented agenda.",no_haystaq_bernie_obama#unbiased
"No on Haystaq! Redistricting should be unbiased. Haystaq is an Obama and Bernie
Sander's data company. Please find another company that will not serve one party over
another.",no_haystaq_bernie_obama#unbiased
"Do not consider HaystaqDNA as the mapping consultant. Just a quick look at this
company's website make it completely obvious that it should not be involved in any way
with any redistricting. Even considering this company calls into question the integrity and
independent status of this commission.",no_haystaq_bernie_obama
"Greetings,
I hope you are doing well today. I am contacting you today because I wanted to say that I
am opposed to the hiring of a partisan company to do the mapping of our state. I am
specifically opposed to the hiring of Haystaq because I think this company has partisan
conflicts of interest. The re-districting of our state should not be partisan whatsoever. It is
the right of Arizonans to live in a state which has been fairly mapped. The mapping of our
state should not benefit one party over the other, and the districts should comply with the
U.S. Constitution and the Voting Rights Act. Again, as an Arizonan, I ask you to NOT hire
a company with partisan conflicts of interest. Thank you for your time.",no_haystaq_bernie_obama
"Haystaq is a company of Bernie Sanders and Barack Obama.  As such it is entirely
INAPPROPRIATE and BIASED re. redistricting.  Democrats have publicly stated they
want a revolution and they will seize power ""by any means necessary"".  Take them at their
word!  NO to Haystaq!",no_haystaq_bernie_obama#unbiased
Please keep Haystaq out of Arizona!,no_haystaq_bernie_obama
"Haystaq is a biased company. It should not be considered for use in redistricting Arizona.
We must not use a biased company must stay neutral.",no_haystaq_bernie_obama#unbiased
"I am concerned that the Commission may hire  Haystaq to create map for redistricting for
AZ.  I researched this Company and see that it receives most of its revenue from L beral /
progressive entities and am very concerned it may not be able to provide a objective
analysis.  The job of the Commission is to find an independent source for redistricting
mapping process, I do not believe Haystaq is the proper company to perform this task.",no_haystaq_bernie_obama#other
"Obama and Bernie Sanders should have no input on the redistricting that is going in on in
our state! No one who is from out of state, should be influencing or directing any sort of
this process of redistricting in our state!",no_haystaq_bernie_obama
"Hiring a Haystaq, a biased company, for the AZ redistricting mapping process is an affront
to every Arizona citizen! Haystaq is funded by the Democratic party at the national level.
How can that be fair to ANY citizen? Using truly independent mapping companies is
critical to ensure broad public support of this commission's efforts and to ensure truly fair
maps are drawn that benefit all Arizonans.",no_haystaq_bernie_obama#unbiased
"I believe the company selected to assist with the redistricting should be non-partisan.  No
strong ties to either party allowed. Is this possible???",other
"We need an unbiased unaffiliated company to handle redostricting.  Not Haystaq which
has history of partisanship.",no_haystaq_bernie_obama#unbiased
"It is inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like, and these companies are funded by them at the national level.
We want you to hire the National Demographics Corporation – Douglas Johnson in order
to assure Arizonans of fair representation and elections.",yes_NDC#no_haystaq_bernie_obama#unbiased
"It is extremely inappropriate to even consider using such a biased company such as
Haystaq for the redistricting of AZ.  This is known to be funded by Bernie and Obama and
they should have NOTHING to do or say about AZ redistricting.  It is CRITICAL that AZ us
an INDEPENDENT MAPPING COMPANY.",no_haystaq_bernie_obama#unbiased
"Finding balanced representation and trust in using such a biased data company will be
like finding a needle in a HAYSTAQ. They are certain to gerrymander in a biased manner.",no_haystaq_bernie_obama#unbiased
"To utilize any
organization
to perform
your
responsibility
of redistricting
that is
affiliated with
a political
party negates
the
independent
approach that
should be
maintained
above all else.
Trust has
nothing to do
with this.
Perhaps you
are not
absorbing the
anger of the
people with
your self-
assured
attitude
toward your
approach.
Hiding in an
executive
session will
not enhance
your credibility
To utilize any organization to perform your respons bility of redistricting that is affiliated
with a political party negates the independent approach that should be maintained above
all else.
Trust has nothing to do with this. Perhaps you are not absorbing the anger of the people
with your self-assured attitude toward your approach.
Hiding in an executive session will not enhance your credibility",ES#other
"I am concerned that you are considering the company Haystaq to manage map creation
for redistricting.  Haystaq has close ties with Barack Obama and Bernie Sanders and this
company should not have any say in Arizona's redistricting.  It cannot poss bly be
unbiased given its association with the far left segment of this country.",no_haystaq_bernie_obama#unbiased
"Please do not use Haystaq for the remapping process. I’ve been in places where things
were remapped in such a way as to benefit a political party regardless of the actual wishes
of the people living in the state. We need a truly unbiased group, which may be hard to
find. But we should look for something that is not so clearly tied to the Democratic Party.
Couldn’t an Arizona company be used?",no_haystaq_bernie_obama#unbiased
"In order to prevent a partial result, I would like to request that you establish bipartisan
approval of a firm and choose an unbiased firm without political ties before accepting a
specific firm. Requesting trust in the process while also hiding aspects of the process from
the public is contradictory and does not inspire confidence.",unbiased
"It is extremely inappropriate that such biased companies are being used in redistricting
our mapping process. Bernie sander and Obama should have no say in what our maps
look like. We want to hire national demographics corporation Douglas Johnson in order to
assure Arizona in fair representation.",yes_NDC#no_haystaq_bernie_obama#unbiased
"The League of Women Voters of Arizona invites you to join us in a conversation with IRC
Chair Dr. Erika Neuberg.
Date:  April 29th
Time 6:00 p.m.
Title:  An Inside look at the Arizona Independent Redistricting Commission: Conversation
with Dr.Erika Neuberg, Chair of IRC
This will be a virtual meeting on ZOOM.  https://us02web.zoom.us/meeting/register/tZ0qf-
6hrD8iH9fSwdHPTd2l5t-BnZxUi4FZ.  Registration required.",other
"It is inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like, and these companies are funded by them at the national level. We want you to hire
the National Demographics Corporation – Douglas Johnson in order to assure Arizonans
of fair representation and elections.",yes_NDC#unbiased#no_haystaq_bernie_obama
"It is inappropriate to use a biased company the redistricting mapping process. Bernie and
Obama should have no say in what AZ maps look like. This is a conflict of interest!",no_haystaq_bernie_obama#unbiased
"It has come to my attention that a mapping company, Haystaq, is being considered for the
AZ redistricting mapping contract.  I respectfully ask that you not consider Haystaq for this
contract because of their past partisan affiliations.  It would be highly inappropriate to
award a contract for such an important function to a politically biased mapping company.
Only totally politically independent companies should be considered for this contract.
Thank you.",no_haystaq_bernie_obama#unbiased
"Locking the public out of the Redistricting Meeting is a thinly disguised political ploy.  The
committee could have obtained the legal issues BEFORE the meeting started.  Most
citizens are logging out which appears to be your intent.  Shame on you for this maneuver.",other
"Do not consider HaystaqDNA as the mapping consultant. Just a quick look at this
company's website make it completely obvious that it should not be involved in any way
with any redistricting. Even considering this company calls into question the integrity and
independent status of this commission.",no_haystaq_bernie_obama
"""NO Haystaq! Redistricting should be unbiased!""
It is inappropriate to use such a biased company for the Redistricting mapping process.
Bernie and Obama should have NOTHING to do with Arizona Redistricting!
I do Not consent!
We need a Honest, unbiased, fair, and transparent Redistricting!",no_haystaq_bernie_obama#unbiased
"No to Haystaq!!! Haystaq is an Obama and Bernie data company.  We don’t need  a
unbiased  company doing the mapping.",no_haystaq_bernie_obama#unbiased
"Redistricting
should NOT be
done a biased
company No
one outside of
AZ should be
involved in
redistricting
within Arizona.
NO outside firm should be involved in redistricting of Arizona!",unbiased
"It has come to my attention that one of the vendors being considered to contribute to the
redistr buting process is a group called Haystaq. It’s been suggested that they have a
connection to the group that was a part of the previous redistricting process. The previous
process created districts encompassing multiple counties, such as LD16 (Maricopa and
Pinal), and dividing cities, such as Yuma for the Congressional District. If Haystaq is
connected to the other organization, then I think it would be prudent to look at another
group to work on the redistricting.",other#no_haystaq_bernie_obama
"I am very concerned about your selection of a consulting firm to assist in mapping the new
districts. There is one firm, Haystaq, which is associated with Democrat individuals. The
redistricting is intended to be a bi-partisan process but the use of a Democrat-based
mapping firm undermines that bipartisan approach. I strongly urge you to reject Haystaq.",no_haystaq_bernie_obama
"I strongly encourage the Commission NOT to select the Haystaq Mapping Firm to handle
the remapping of our districts here in Arizona.  This firm has close connections to the
Democrat Party and is therefore much more likely to reflect bias in their work.  Arizona's
voters deserve to have a completely unbiased, fair, impartial group handling this very
important work.  Thank you!",no_haystaq_bernie_obama#unbiased
"I would l ke to publicly voice my concern about selection of any mapping consultant
directly paid/funded by (presently or previously) any political candidate/or administration. It
is my understanding that at least one potential partner has had direct ties to the Obama
administration which would cause me to question their ability to complete their efforts in an
unbiased manner. Please do your part to heavily weight partners with the least political
alignments.",no_haystaq_bernie_obama#other
"Redistricting are the lines that will be used for the next decade for our Congressional and
Legislative Districts.
Haystaq is an Obama and Bernie data company.  UNACCEPTABLE! BIASED!",no_haystaq_bernie_obama#unbiased
"It is very inappropriate to use a biased company outside of Arizona for the redistricting
mapping process.  This should be a fair process, not politically motivated.",unbiased
"Please DO NOT hire Haystaq - to draw the lines to redistrict our state.  Haystaq is a
partisan statistical data company that Obama and Sanders used. Ten years ago, the AIRC
hired Strategic Telemetry, Obama’s data company at that time. The lines were drawn in
favor of the Democrats.  I am not asking that this time you favor the Republicans and find
a Republican company, but that you use a company that is apolitical.  With how divided
the country and state is now, it would be a wise move to stay as nonpartisan as poss ble.
Anyway, it’s your job to be nonpartisan.  Thank you!
Haystaq website:  Haystaqdna.com",no_haystaq_bernie_obama
"I have grave concerns about the ability of HaystaqDNA to be objective due to their
admitted dedication to democrat and progressive organizations and campaigns.
HaystaqDNA is formerly Strategic Telemetry, and is run by the same people that helped
propel Barack Obama and Bernie Sanders' election campaigns.",no_haystaq_bernie_obama
"There’s no reason why Bernie’s consulting group should have sway over Arizona’s future
political landscape. It’s biased and bad actors with special interests have a way of finding
ways to manipulate the system.",no_haystaq_bernie_obama#unbiased
"First, thank you for your service on this panel. Second, as the Arizona INDEPENDENT
Redistricting Commission, you simply must eliminate Haystaq for consideration. This
organization cannot be trusted as independent as their very close ties to Barack Obama
and Barry Sanders puts them far-left, arguably progressive, and should not be chosen for
this very important task Arizonans must live with for the next decade. It is my hope that
you choose a truly independent firm to map out our districts for fair representation. THANK
YOU!",no_haystaq_bernie_obama
"We cannot have districts drawn that appear manipulated to not include mixed populations
including Latinos and African Americans. Doug Johnson has already admitted to incorrect
testimony and was found to attempt to deny Latinos fair voting  rights. He should not be
part of this process.",no_NDC
"It would be better for you to keep this conversation with the attorneys public. It looks like
you are hiding information. Knowing what the attorneys recommend is key to
transparency. Hopefully you would not be making decisions based on a first meeting and
you could always have a follow-up meeting with the attorney's after the public learns the
legal issues along with you. Very disappointed in this decision.",other
"This was a futile attempt at getting information.  What a waste of my time in trying to stay
informed.",other
"It is extremely important to reject the HaystackDNA audit group due a conflict of interest in
this audit .We need to keep the Cyber Ninjas because they are an  impartial investigation
resource  to the case .The people of Arizona and Latino minority like me deserve to know
the true of all the events on the  past election 2020.If We want to maintain a transparency
and integrity election We need to avoid any connections with the current administration is
under review under the audit .
We need to preserve and defend our democracy in full any political group intervention .
Thank you for everything
Priscilla B.",no_haystaq_bernie_obama#other
"It is inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like, and these companies are funded by them at the national level.
We want you to hire the National Demographics Corporation – Douglas Johnson in order
to assure Arizonans of fair representation and elections.",yes_NDC#unbiased#no_haystaq_bernie_obama
"Redistricting only caters to the liberal left Democrats.  It has always been a bad idea and
more so even now in these tumultous times.  Especially when selecting representatives to
do the mapping.  These organizations being proposed are left wing coming from the Biden
and Obama Administration and Bernie Sanders group.  This will be so left leaning, the
Republican party will not have a fair chance in having true conservative voters represent
them in elections for all races here in Arizona.  This will add to the already rampant
election fraud that has gone on in Arizona for years and currently.  We must stop this
overthrow of our Government founded by our Founding Fathers who created our US
Constitution.",no_haystaq_bernie_obama#other
"It’s absolutely inappropriate to use such a biased company for the Redistricting mapping
process. Bernie and Obama should have zero say in what our maps look like and these
guys are funded by them at the national level.",no_haystaq_bernie_obama#unbiased
"inappropriate
it is to use
such a biased
company for
the
Redistricting
mapping
process.
Bernie and
Obama
should have
zero say in
what Arizona
na",no_haystaq_bernie_obama#unbiased
"Do not hire Haystaq to administer the Redistricting.  They are very partisan and will not
represent the people of Arizona honestly.",no_haystaq_bernie_obama
"Redistricting should be
unbiased...
COMPLETELY
UNBIASED!
NO HAYSTAQ... it needs to be FAIR and UNBIASED!!!",no_haystaq_bernie_obama#unbiased
